congress,nomination_number,citation,source,source_year,source_month,nomination_date,latest_action_date,latest_action_text,nominee,position_title,organization,description,court
118,176,PN176,congress.gov_api,2025,7,2023-01-23,2023-03-22,Confirmed by the Senate by Yea-Nay Vote. 53 - 43. Record Vote Number: 64.,,United States District Judge for the District of Colorado,The Judiciary,"Gordon P. Gallagher, of Colorado, to be United States District Judge for the District of Colorado, vice William Joseph Martinez, retiring.",CO-None
118,85,PN85,congress.gov_api,2025,7,2023-01-03,2023-03-16,Confirmed by the Senate by Yea-Nay Vote. 48 - 43. Record Vote Number: 62.,,United States District Judge for the Southern District of New York,The Judiciary,"Jessica G. L. Clarke, of New York, to be United States District Judge for the Southern District of New York, vice Colleen McMahon, retired.",NY-S
118,175,PN175,congress.gov_api,2025,7,2023-01-23,2023-03-09,Confirmed by the Senate by Yea-Nay Vote. 51 - 43. Record Vote Number: 51.,,United States District Judge for the Southern District of California,The Judiciary,"James Edward Simmons, Jr., of California, to be United States District Judge for the Southern District of California, vice Anthony J. Battaglia, retired.",CA-S
118,91,PN91,congress.gov_api,2025,7,2023-01-03,2023-03-09,Confirmed by the Senate by Yea-Nay Vote. 51 - 42. Record Vote Number: 52.,,United States Circuit Judge for the Second Circuit,The Judiciary,"Maria Araujo Kahn, of Connecticut, to be United States Circuit Judge for the Second Circuit, vice Jose A. Cabranes, retiring.",
118,27,PN27,congress.gov_api,2025,7,2023-01-03,2023-03-09,Confirmed by the Senate by Yea-Nay Vote. 54 - 42. Record Vote Number: 50.,,Commissioner of Internal Revenue,Department of the Treasury,"Daniel I. Werfel, of the District of Columbia, to be Commissioner of Internal Revenue for the term expiring November 12, 2027, vice Charles P. Rettig, term expired.",
118,185,PN185,congress.gov_api,2025,7,2023-01-23,2023-03-07,Confirmed by the Senate by Voice Vote.,,United States Attorney for the Northern District of California,Department of Justice,"Ismail J. Ramsey, of California, to be United States Attorney for the Northern District of California for the term of four years, vice David L. Anderson, resigned.",CA-N
118,179,PN179,congress.gov_api,2025,7,2023-01-23,2023-03-07,Confirmed by the Senate by Yea-Nay Vote. 59 - 37. Record Vote Number: 45.,,United States District Judge for the Southern District of New York,The Judiciary,"Arun Subramanian, of New York, to be United States District Judge for the Southern District of New York, vice Alison J. Nathan, elevated.",NY-S
118,178,PN178,congress.gov_api,2025,7,2023-01-23,2023-03-07,Confirmed by the Senate by Yea-Nay Vote. 56 - 39. Record Vote Number: 43.,,United States District Judge for the Southern District of California,The Judiciary,"Andrew G. Schopler, of California, to be United States District Judge for the Southern District of California, vice Larry Alan Burns, retired.",CA-S
118,166,PN166,congress.gov_api,2025,7,2023-01-23,2023-03-07,Confirmed by the Senate by Yea-Nay Vote. 59 - 37. Record Vote Number: 41.,,United States District Judge for the Western District of Virginia,The Judiciary,"Robert Stewart Ballou, of Virginia, to be United States District Judge for the Western District of Virginia, vice James P. Jones, retired.",VA-W
118,186,PN186,congress.gov_api,2025,7,2023-01-23,2023-03-07,Confirmed by the Senate by Voice Vote.,,United States Attorney for the District of Kansas,Department of Justice,"Kate E. Brubacher, of Kansas, to be United States Attorney for the District of Kansas for the term of four years, vice Stephen R. McAllister, resigned.",KS-None
118,170,PN170,congress.gov_api,2025,7,2023-01-23,2023-03-02,Confirmed by the Senate by Yea-Nay Vote. 51 - 41. Record Vote Number: 37.,,United States District Judge for the Central District of Illinois,The Judiciary,"Colleen R. Lawless, of Illinois, to be United States District Judge for the Central District of Illinois, vice Sue E. Myerscough, retiring.",IL-C
118,171,PN171,congress.gov_api,2025,7,2023-01-23,2023-03-02,Confirmed by the Senate by Yea-Nay Vote. 49 - 42. Record Vote Number: 39.,,United States District Judge for the Eastern District of Michigan,The Judiciary,"Jonathan James Canada Grey, of Michigan, to be United States District Judge for the Eastern District of Michigan, vice Denise Page Hood, retired.",MI-E
118,77,PN77,congress.gov_api,2025,7,2023-01-03,2023-03-01,Confirmed by the Senate by Yea-Nay Vote. 49 - 48. Record Vote Number: 32.,,United States District Judge for the District of Massachusetts,The Judiciary,"Margaret R. Guzman, of Massachusetts, to be United States District Judge for the District of Massachusetts, vice Timothy S. Hillman, retired.",MA-None
118,75,PN75,congress.gov_api,2025,7,2023-01-03,2023-02-28,Confirmed by the Senate by Yea-Nay Vote. 51 - 43. Record Vote Number: 28.,,United States District Judge for the Western District of Washington,The Judiciary,"Jamal N. Whitehead, of Washington, to be United States District Judge for the Western District of Washington, vice Richard A. Jones, retiring.",WA-W
118,78,PN78,congress.gov_api,2025,7,2023-01-03,2023-02-28,Confirmed by the Senate by Yea-Nay Vote. 52 - 41. Record Vote Number: 26.,,United States District Judge for the Eastern District of Virginia,The Judiciary,"Jamar K. Walker, of Virginia, to be United States District Judge for the Eastern District of Virginia, vice Raymond A. Jackson, retired.",VA-E
118,76,PN76,congress.gov_api,2025,7,2023-01-03,2023-02-28,Confirmed by the Senate by Yea-Nay Vote. 49 - 48. Record Vote Number: 30.,,United States District Judge for the Northern District of California,The Judiciary,"Araceli Martinez-Olguin, of California, to be United States District Judge for the Northern District of California, vice Jeffrey S. White, retired.",CA-N
118,73,PN73,congress.gov_api,2025,7,2023-01-03,2023-02-16,Confirmed by the Senate by Yea-Nay Vote. 51 - 45. Record Vote Number: 22.,,United States District Judge for the Eastern District of California,The Judiciary,"Daniel J. Calabretta, of California, to be United States District Judge for the Eastern District of California, vice John A. Mendez, retired.",CA-E
118,184,PN184,congress.gov_api,2025,7,2023-01-23,2023-02-16,Confirmed by the Senate by Voice Vote.,,United States Attorney for the Southern District of Georgia,Department of Justice,"Jill E. Steinberg, of Georgia, to be United States Attorney for the Southern District of Georgia for the term of four years, vice Bobby L. Christine, resigned.",GA-S
118,80,PN80,congress.gov_api,2025,7,2023-01-03,2023-02-15,Confirmed by the Senate by Yea-Nay Vote. 51 - 47. Record Vote Number: 20.,,United States District Judge for the District of Columbia,The Judiciary,"Ana C. Reyes, of the District of Columbia, to be United States District Judge for the District of Columbia, vice Colleen Kollar-Kotelly, retiring.",
118,71,PN71,congress.gov_api,2025,7,2023-01-03,2023-02-15,Confirmed by the Senate by Yea-Nay Vote. 52 - 46. Record Vote Number: 17.,,United States District Judge for the District of Oregon,The Judiciary,"Adrienne C. Nelson, of Oregon, to be United States District Judge for the District of Oregon, vice Michael W. Mosman, retired.",OR-None
118,72,PN72,congress.gov_api,2025,7,2023-01-03,2023-02-14,Confirmed by the Senate by Yea-Nay Vote. 53 - 46. Record Vote Number: 15.,,United States District Judge for the District of New Mexico,The Judiciary,"Matthew L. Garcia, of New Mexico, to be United States District Judge for the District of New Mexico, vice Judith C. Herrera, retired.",NM-None
118,74,PN74,congress.gov_api,2025,7,2023-01-03,2023-02-14,Confirmed by the Senate by Yea-Nay Vote. 59 - 40. Record Vote Number: 13.,,United States District Judge for the Northern District of Illinois,The Judiciary,"Lindsay C. Jenkins, of Illinois, to be United States District Judge for the Northern District of Illinois, vice John Z. Lee, elevated.",IL-N
118,79,PN79,congress.gov_api,2025,7,2023-01-03,2023-02-14,Confirmed by the Senate by Yea-Nay Vote. 54 - 45. Record Vote Number: 11.,,United States District Judge for the District of Puerto Rico,The Judiciary,"Gina R. Mendez-Miro, of Puerto Rico, to be United States District Judge for the District of Puerto Rico, vice Carmen Consuelo Cerezo, retired.",PR-None
118,92,PN92,congress.gov_api,2025,7,2023-01-03,2023-02-13,Confirmed by the Senate by Yea-Nay Vote. 50 - 44. Record Vote Number: 9.,,United States Circuit Judge for the Third Circuit,The Judiciary,"Cindy K. Chung, of Pennsylvania, to be United States Circuit Judge for the Third Circuit, vice D. Brooks Smith, retired.",
118,88,PN88,congress.gov_api,2025,7,2023-01-03,2023-02-09,Confirmed by the Senate by Yea-Nay Vote. 53 - 44. Record Vote Number: 7.,,United States Circuit Judge for the Fourth Circuit,The Judiciary,"DeAndrea Gist Benjamin, of South Carolina, to be United States Circuit Judge for the Fourth Circuit, vice Henry F. Floyd, retired.",
117,1536,PN1536,congress.gov_api,2025,7,2022-01-04,2023-01-03,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",,Member of the Federal Communications Commission,Federal Communications Commission,"Gigi B. Sohn, of the District of Columbia, to be a Member of the Federal Communications Commission for a term of five years from July 1, 2021, vice Ajit Varadaraj Pai, term expired.",
117,1204,PN1204,congress.gov_api,2025,7,2021-09-30,2022-02-07,Confirmed by the Senate by Yea-Nay Vote. 54 - 39. Record Vote Number: 37.,,Associate Judge of the Superior Court of the District of Columbia,The Judiciary,"Donald Walker Tunnage, of the District of Columbia, to be an Associate Judge of the Superior Court of the District of Columbia for the term of fifteen years, vice Russell F. Canan, retired.",
117,1201,PN1201,congress.gov_api,2025,7,2021-09-30,2022-02-08,Confirmed by the Senate by Yea-Nay Vote. 55 - 41. Record Vote Number: 39.,,Associate Judge of the District of Columbia Court of Appeals,The Judiciary,"Loren L. AliKhan, of the District of Columbia, to be an Associate Judge of the District of Columbia Court of Appeals for the term of fifteen years, vice John R. Fisher, retired.",
117,2400,PN2400,congress.gov_api,2025,7,2022-07-21,2023-01-03,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",,Assistant Secretary of Energy (Energy Efficiency and Renewable Energy),Department of Energy,"Jeffrey Matthew Marootian, of the District of Columbia, to be an Assistant Secretary of Energy (Energy Efficiency and Renewable Energy), vice Daniel Simmons.",
117,2250,PN2250,congress.gov_api,2025,7,2022-06-08,2022-12-22,Confirmed by the Senate by Voice Vote.,,"Chief Agricultural Negotiator, Office of the United States Trade Representative, with the rank of Ambassador",Executive Office of the President,"Douglas J. McKalip, of the District of Columbia, to be Chief Agricultural Negotiator, Office of the United States Trade Representative, with the rank of Ambassador, vice Gregory Doud.",
117,1783,PN1783,congress.gov_api,2025,7,2022-02-28,2022-04-07,Confirmed by the Senate by Yea-Nay Vote. 53 - 47. Record Vote Number: 134.,,Associate Justice of the Supreme Court of the United States,Supreme Court of the United States,"Ketanji Brown Jackson, of the District of Columbia, to be an Associate Justice of the Supreme Court of the United States, vice Stephen G. Breyer, retiring.",
117,264,PN264,congress.gov_api,2025,7,2021-04-12,2022-01-03,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",,Chief Financial Officer,Department of Transportation,"Victoria Marie Baecher Wassmer, of the District of Columbia, to be Chief Financial Officer, Department of Transportation, vice John E. Kramer.",
117,1003,PN1003,congress.gov_api,2025,7,2021-08-09,2021-12-16,Confirmed by the Senate by Voice Vote.,,Assistant Secretary of Commerce,Department of Commerce,"Lisa W. Wang, of the District of Columbia, to be an Assistant Secretary of Commerce, vice Jeffrey Kessler.",
117,1054,PN1054,congress.gov_api,2025,7,2021-09-13,2023-01-03,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",,,Executive Office of the President,"Christopher S. Wilson, of the District of Columbia, to be Chief Innovation and Intellectual Property Negotiator, Office of the United States Trade Representative, with the rank of Ambassador.  (New Position)",
117,438,PN438,congress.gov_api,2025,7,2021-04-27,2022-01-03,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",,Assistant Secretary of Transportation,Department of Transportation,"Carol Annette Petsonk, of the District of Columbia, to be an Assistant Secretary of Transportation, vice Joel Szabat.",
117,606,PN606,congress.gov_api,2025,7,2021-05-27,2022-01-03,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",,Assistant Secretary of Commerce; Director General of the United States and Foreign Commercial Servic,Department of Commerce,"Arun Venkataraman, of the District of Columbia, to be Assistant Secretary of Commerce and Director General of the United States and Foreign Commercial Service, vice Ian Paul Steff.",
117,1323,PN1323,congress.gov_api,2025,7,2021-10-28,2022-01-03,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",,Member of the Federal Communications Commission,Federal Communications Commission,"Gigi B. Sohn, of the District of Columbia, to be a Member of the Federal Communications Commission for a term of five years from July 1, 2021, vice Ajit Varadaraj Pai, term expired.",
117,1157,PN1157,congress.gov_api,2025,7,2021-09-20,2021-11-16,Confirmed by the Senate by Voice Vote.,,Member of the Federal Energy Regulatory Commission,Federal Energy Regulatory Commission,"Willie L. Phillips, Jr., of the District of Columbia, to be a Member of the Federal Energy Regulatory Commission for a term expiring June 30, 2026, vice Neil Chatterjee, term expired.",
117,445,PN445,congress.gov_api,2025,7,2021-04-27,2021-09-30,Confirmed by the Senate by Voice Vote.,,Assistant Secretary of Health and Human Services,Department of Health and Human Services,"Melanie Anne Egorin, of the District of Columbia, to be an Assistant Secretary of Health and Human Services, vice Sarah C. Arbes.",
117,1767,PN1767,congress.gov_api,2025,7,2022-02-10,2023-01-03,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",,United States Executive Director of the International Monetary Fund,International Monetary Fund,"Elizabeth Shortino, of the District of Columbia, to be United States Executive Director of the International Monetary Fund for a term of two years, vice Margrethe Lundsager, resigned.",
117,2202,PN2202,congress.gov_api,2025,7,2022-05-26,2022-08-04,Confirmed by the Senate by Voice Vote.,,Ambassador to Macedonia,Department of State,"Angela Price Aggeler, of the District of Columbia, a Career Member of the Senior Foreign Service, Class of Minister-Counselor, to be Ambassador Extraordinary and Plenipotentiary of the United States of America to the Republic of North Macedonia.",
117,2251,PN2251,congress.gov_api,2025,7,2022-06-08,2022-12-15,Confirmed by the Senate by Voice Vote.,,Ambassador to Cote d'Ivoire,Department of State,"Jessica Davis Ba, of the District of Columbia, a Career Member of the Senior Foreign Service, Class of Counselor, to be Ambassador Extraordinary and Plenipotentiary of the United States of America to the Republic of Cote d'Ivoire.",
117,2456,PN2456,congress.gov_api,2025,7,2022-08-03,2023-01-03,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",,United States Director of the European Bank for Reconstruction and Development,European Bank for Reconstruction and Development,"Richard L.A. Weiner, of the District of Columbia, to be United States Director of the European Bank for Reconstruction and Development, vice J. Steven Dowd.",
117,1297,PN1297,congress.gov_api,2025,7,2021-10-27,2022-03-15,Confirmed by the Senate by Voice Vote.,,Ambassador at Large for Global Criminal Justice,Department of State,"Beth Van Schaack, of California, to be Ambassador at Large for Global Criminal Justice.",
117,1564,PN1564,congress.gov_api,2025,7,2022-01-04,2023-01-03,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",,Assistant Administrator of the United States Agency for International Development,United States Agency for International Development,"Tamara Cofman Wittes, of the District of Columbia, to be an Assistant Administrator of the United States Agency for International Development, vice Michael T. Harvey.",
117,1566,PN1566,congress.gov_api,2025,7,2022-01-04,2022-09-22,Confirmed by the Senate by Yea-Nay Vote. 60 - 36. Record Vote Number: 347.,,Chief Executive Officer of the United States Agency for Global Media,United States Agency for Global Media,"Amanda Bennett, of the District of Columbia, to be Chief Executive Officer of the United States Agency for Global Media, vice Michael Pack.",
117,1693,PN1693,congress.gov_api,2025,7,2022-01-20,2022-07-14,Confirmed by the Senate by Voice Vote.,,Ambassador to the Republic of Chad,Department of State,"Alexander Mark Laskaris, of the District of Columbia, a Career Member of the Senior Foreign Service, Class of Minister-Counselor, to be an Ambassador Extraordinary and Plenipotentiary of the United States of America to the Republic of Chad.",
117,1778,PN1778,congress.gov_api,2025,7,2022-02-14,2022-05-05,Confirmed by the Senate by Voice Vote.,,Ambassador to Korea,Department of State,"Philip S. Goldberg, of the District of Columbia, a Career Member of the Senior Foreign Service, Class of Career Ambassador, to be Ambassador Extraordinary and Plenipotentiary of the United States of America to the Republic of Korea.",
117,1684,PN1684,congress.gov_api,2025,7,2022-01-19,2022-09-29,"Upon reconsideration, confirmed by the Senate by Yea-Nay Vote. 50 - 47. Record Vote Number: 350.",,United States Circuit Judge for the Third Circuit,The Judiciary,"Arianna J. Freeman, of Pennsylvania, to be United States Circuit Judge for the Third Circuit, vice Theodore Alexander McKee, retiring.",
117,559,PN559,congress.gov_api,2025,7,2021-04-29,2021-10-06,Confirmed by the Senate by Voice Vote.,,"Assistant Secretary for Planning, Evaluation, and Policy Development",Department of Education,"Roberto Josue Rodriguez, of the District of Columbia, to be Assistant Secretary for Planning, Evaluation, and Policy Development, Department of Education, vice James Blew.",
117,1475,PN1475,congress.gov_api,2025,7,2021-12-15,2022-12-15,Confirmed by the Senate by Voice Vote.,,Associate Judge of the Superior Court of the District of Columbia,The Judiciary,"Leslie A. Meek, of the District of Columbia, to be an Associate Judge of the Superior Court of the District of Columbia for the term of fifteen years, vice Judith Anne Smith, retiring.",
117,1474,PN1474,congress.gov_api,2025,7,2021-12-15,2022-12-15,Confirmed by the Senate by Voice Vote.,,Associate Judge of the Superior Court of the District of Columbia,The Judiciary,"Errol Rajesh Arthur, of the District of Columbia, to be an Associate Judge of the Superior Court of the District of Columbia for the term of fifteen years, vice Jose M. Lopez, retiring.",
117,2380,PN2380,congress.gov_api,2025,7,2022-07-14,2022-12-15,Confirmed by the Senate by Voice Vote.,,Associate Judge of the Superior Court of the District of Columbia,The Judiciary,"Veronica M. Sanchez, of the District of Columbia, to be an Associate Judge of the Superior Court of the District of Columbia for the term of fifteen years, vice John Ramsey Johnson, retired.",
117,1476,PN1476,congress.gov_api,2025,7,2021-12-15,2022-12-15,Confirmed by the Senate by Voice Vote.,,Associate Judge of the Superior Court of the District of Columbia,The Judiciary,"Carl Ezekiel Ross, of the District of Columbia, to be an Associate Judge of the Superior Court of the District of Columbia for the term of fifteen years, vice Florence Y. Pan, resigned.",
117,1352,PN1352,congress.gov_api,2025,7,2021-11-03,2022-12-15,Confirmed by the Senate by Voice Vote.,,Associate Judge of the Superior Court of the District of Columbia,The Judiciary,"Kendra Davis Briggs, of the District of Columbia, to be an Associate Judge of the Superior Court of the District of Columbia for the term of fifteen years, vice Judith Bartnoff, retired.",
117,2379,PN2379,congress.gov_api,2025,7,2022-07-14,2022-12-15,Confirmed by the Senate by Voice Vote.,,Associate Judge of the Superior Court of the District of Columbia,The Judiciary,"Laura E. Crane, of the District of Columbia, to be an Associate Judge of the Superior Court of the District of Columbia for the term of fifteen years, vice Steven Nathan Berk, retired.",
117,2385,PN2385,congress.gov_api,2025,7,2022-07-14,2022-12-15,Confirmed by the Senate by Voice Vote.,,Associate Judge of the District of Columbia Court of Appeals,The Judiciary,"Vijay Shanker, of the District of Columbia, to be an Associate Judge of the District of Columbia Court of Appeals for the term of fifteen years, vice Stephen H. Glickman, retired.",
117,1069,PN1069,congress.gov_api,2025,7,2021-09-13,2023-01-03,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",,Member of the Federal Retirement Thrift Investment Board,Federal Retirement Thrift Investment Board,"Javier E. Saade, of the District of Columbia, to be a Member of the Federal Retirement Thrift Investment Board for a term expiring October 11, 2022, vice David Avren Jones, term expired.",
117,1070,PN1070,congress.gov_api,2025,7,2021-09-13,2023-01-03,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",,Member of the Federal Retirement Thrift Investment Board,Federal Retirement Thrift Investment Board,"Javier E. Saade, of the District of Columbia, to be a Member of the Federal Retirement Thrift Investment Board for a term expiring October 11, 2026.  (Reappointment)",
117,1426,PN1426,congress.gov_api,2025,7,2021-11-19,2022-05-12,Confirmed by the Senate by Voice Vote.,,Governor of the United States Postal Service,United States Postal Service,"Daniel Mark Tangherlini, of the District of Columbia, to be a Governor of the United States Postal Service for a term expiring December 8, 2027, vice Ron A. Bloom, term expired.",
117,258,PN258,congress.gov_api,2025,7,2021-03-25,2021-06-24,Confirmed by the Senate by Voice Vote.,,Assistant Secretary,Department of Health and Human Services,"Dawn Myers O'Connell, of the District of Columbia, to be Assistant Secretary for Preparedness and Response, Department of Health and Human Services, vice Robert P. Kadlec.",
117,2265,PN2265,congress.gov_api,2025,7,2022-06-15,2023-01-03,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",,United States District Judge for the District of Puerto Rico,The Judiciary,"Gina R. Mendez-Miro, of Puerto Rico, to be United States District Judge for the District of Puerto Rico, vice Carmen Consuelo Cerezo, retired.",PR-None
117,2206,PN2206,congress.gov_api,2025,7,2022-05-26,2023-01-03,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",,Director of the Violence Against Women Office,Department of Justice,"Rosemarie Hidalgo, of the District of Columbia, to be Director of the Violence Against Women Office, Department of Justice, vice Susan B. Carbon.",
117,2144,PN2144,congress.gov_api,2025,7,2022-05-19,2023-01-03,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",,United States District Judge for the District of Columbia,The Judiciary,"Ana C. Reyes, of the District of Columbia, to be United States District Judge for the District of Columbia, vice Colleen Kollar-Kotelly, retiring.",
117,2189,PN2189,congress.gov_api,2025,7,2022-05-25,2023-01-03,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",,United States Circuit Judge for the Sixth Circuit,The Judiciary,"Rachel Bloomekatz, of Ohio, to be United States Circuit Judge for the Sixth Circuit, vice R. Guy Cole, Jr., retiring.",
117,2174,PN2174,congress.gov_api,2025,7,2022-05-24,2023-01-03,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",,Assistant Attorney General,Department of Justice,"Amy Lefkowitz Solomon, of the District of Columbia, to be an Assistant Attorney General, vice Karol Virginia Mason.",
117,2260,PN2260,congress.gov_api,2025,7,2022-06-15,2023-01-03,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",,United States Circuit Judge for the District of Columbia Circuit,The Judiciary,"Bradley N. Garcia, of Maryland, to be United States Circuit Judge for the District of Columbia Circuit, vice Judith W. Rogers, retiring.",
117,2369,PN2369,congress.gov_api,2025,7,2022-07-13,2023-01-03,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",,United States District Judge for the District of Massachusetts,The Judiciary,"Margaret R. Guzman, of Massachusetts, to be United States District Judge for the District of Massachusetts, vice Timothy S. Hillman, retired.",MA-None
117,2373,PN2373,congress.gov_api,2025,7,2022-07-13,2023-01-03,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",,United States District Judge for the Eastern District of Virginia,The Judiciary,"Jamar K. Walker, of Virginia, to be United States District Judge for the Eastern District of Virginia, vice Raymond A. Jackson, retired.",VA-E
117,2382,PN2382,congress.gov_api,2025,7,2022-07-14,2023-01-03,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",,United States District Judge for the District of New Mexico,The Judiciary,"Matthew L. Garcia, of New Mexico, to be United States District Judge for the District of New Mexico, vice Judith C. Herrera, retired.",NM-None
117,2384,PN2384,congress.gov_api,2025,7,2022-07-14,2023-01-03,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",,United States District Judge for the Southern District of California,The Judiciary,"James Edward Simmons, Jr., of California, to be United States District Judge for the Southern District of California, vice Anthony J. Battaglia, retired.",CA-S
117,2372,PN2372,congress.gov_api,2025,7,2022-07-13,2023-01-03,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",,United States District Judge for the Western District of Virginia,The Judiciary,"Robert Stewart Ballou, of Virginia, to be United States District Judge for the Western District of Virginia, vice James P. Jones, retired.",VA-W
117,2383,PN2383,congress.gov_api,2025,7,2022-07-14,2023-01-03,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",,United States District Judge for the Southern District of California,The Judiciary,"Andrew G. Schopler, of California, to be United States District Judge for the Southern District of California, vice Larry Alan Burns, retired.",CA-S
117,2371,PN2371,congress.gov_api,2025,7,2022-07-13,2023-01-03,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",,United States District Judge for the Western District of Washington,The Judiciary,"Jamal N. Whitehead, of Washington, to be United States District Judge for the Western District of Washington, vice Richard A. Jones, retiring.",WA-W
117,2364,PN2364,congress.gov_api,2025,7,2022-07-12,2023-01-03,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",,United States Circuit Judge for the Third Circuit,The Judiciary,"Cindy K. Chung, of Pennsylvania, to be United States Circuit Judge for the Third Circuit, vice D. Brooks Smith, retired.",
117,2381,PN2381,congress.gov_api,2025,7,2022-07-14,2023-01-03,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",,United States District Judge for the District of Oregon,The Judiciary,"Adrienne C. Nelson, of Oregon, to be United States District Judge for the District of Oregon, vice Michael W. Mosman, retired.",OR-None
117,2370,PN2370,congress.gov_api,2025,7,2022-07-13,2023-01-03,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",,United States District Judge for the Western District of Washington,The Judiciary,"Kymberly Kathryn Evanson, of Washington, to be United States District Judge for the Western District of Washington, vice Ricardo S. Martinez, retiring.",WA-W
117,2445,PN2445,congress.gov_api,2025,7,2022-08-01,2023-01-03,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",,United States Marshal for the District of New Hampshire,Department of Justice,"William R. Hart, of New Hampshire, to be United States Marshal for the District of New Hampshire for the term of four years, vice Nick Willard, term expiring.",NH-None
117,2430,PN2430,congress.gov_api,2025,7,2022-07-28,2023-01-03,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",,Commissioner of the United States Parole Commission,United States Parole Commission,"Almo J. Carter, of the District of Columbia, to be a Commissioner of the United States Parole Commission for a term of six years, vice J. Patricia Wilson Smoot, term expired.",
117,2437,PN2437,congress.gov_api,2025,7,2022-08-01,2023-01-03,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",,United States District Judge for the District of Massachusetts,The Judiciary,"Julia E. Kobick, of Massachusetts, to be United States District Judge for the District of Massachusetts, vice William G. Young, retired.",MA-None
117,2436,PN2436,congress.gov_api,2025,7,2022-08-01,2023-01-03,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",,United States District Judge for the District of Massachusetts,The Judiciary,"Myong J. Joun, of Massachusetts, to be United States District Judge for the District of Massachusetts, vice George A. O'Toole, Jr., retired.",MA-None
117,2434,PN2434,congress.gov_api,2025,7,2022-08-01,2023-01-03,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",,United States Circuit Judge for the Second Circuit,The Judiciary,"Maria Araujo Kahn, of Connecticut, to be United States Circuit Judge for the Second Circuit, vice Jose A. Cabranes, retiring.",
117,2435,PN2435,congress.gov_api,2025,7,2022-08-01,2023-01-03,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",,United States Circuit Judge for the First Circuit,The Judiciary,"Julie Rikelman, of Massachusetts, to be United States Circuit Judge for the First Circuit, vice Sandra L. Lynch, retiring.",
117,2441,PN2441,congress.gov_api,2025,7,2022-08-01,2023-01-03,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",,United States District Judge for the Eastern District of California,The Judiciary,"Daniel J. Calabretta, of California, to be United States District Judge for the Eastern District of California, vice John A. Mendez, retired.",CA-E
117,2440,PN2440,congress.gov_api,2025,7,2022-08-01,2023-01-03,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",,United States District Judge for the Northern District of California,The Judiciary,"Rita F. Lin, of California, to be United States District Judge for the Northern District of California, vice Edward Milton Chen, retired.",CA-N
